laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,target_bad
4.0,-0.02717163021283131,2.0,3.0,-0.011893098637524739,5.0,5.0,2.0,2.0,1.0,4.0,1.0,-0.007568966741720142,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,2.0,6.0,-0.011999035747274353,5.0,5.0,1.0,3.0,1.0,4.0,1.0,0.10806630882668196,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
2.0,-0.03364602180085828,2.0,456.0,0.032212051388231085,1.0,5.0,4.0,2.0,1.0,4.0,3.0,-0.025827168147257315,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,4.0,2.0,-0.06235447524825738,1.0,1.0,2.0,3.0,1.0,3.0,3.0,-0.08060177236386884,3.0,2.0,1.0,4.0,2.0,1.0,2.0,0
4.0,-0.02717163021283131,2.0,3.0,-0.06277822368725583,5.0,3.0,4.0,2.0,1.0,4.0,3.0,-0.1292903094453013,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03526461969786503,2.0,1.0,-0.059882609354099725,5.0,5.0,4.0,3.0,1.0,4.0,1.0,-0.0014828996065410838,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
1.0,-0.03364602180085828,2.0,1.0,-0.04265017283482924,5.0,5.0,4.0,3.0,1.0,4.0,4.0,0.016775301798996087,1.0,3.0,1.0,72.0,1.0,2.0,2.0,0
1.0,-0.04012041338888526,2.0,2.0,-0.10275182643277672,5.0,5.0,2.0,1.0,1.0,4.0,2.0,0.016775301798996087,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0
4.0,-0.04012041338888526,2.0,9.0,-0.09286436285614612,1.0,4.0,2.0,3.0,1.0,4.0,3.0,-0.06234357095833166,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
2.0,-0.03364602180085828,4.0,3.0,-0.08576657650292199,1.0,5.0,4.0,3.0,1.0,2.0,2.0,0.010689234663817031,3.0,158.0,2.0,2.0,2.0,1.0,2.0,0
3.0,-0.04012041338888526,1.0,3.0,-0.13287327797158355,4.0,3.0,3.0,2.0,1.0,3.0,1.0,-0.025827168147257315,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.07065288217864378,1.0,2.0,2.0,2.0,1.0,2.0,3.0,-0.10494604090458506,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.020697238624804336,4.0,1.0,0.16548093545324508,5.0,4.0,2.0,3.0,1.0,1.0,4.0,-0.06842963809351071,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0
2.0,-0.03364602180085828,2.0,0.0,-0.023298994120566477,2.0,4.0,2.0,3.0,1.0,3.0,3.0,-0.050171436687973546,1.0,2.0,2.0,3.0,2.0,2.0,2.0,0
2.0,-0.04012041338888526,2.0,3.0,-0.10642431290409667,3.0,3.0,3.0,1.0,1.0,1.0,3.0,-0.12320424231012224,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,4.0,3.0,-0.05253763641145985,1.0,3.0,4.0,3.0,1.0,2.0,1.0,-0.06842963809351071,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
1.0,-0.04012041338888526,2.0,147.0,-0.09441810713247378,1.0,3.0,4.0,2.0,1.0,1.0,3.0,-0.08060177236386884,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.030408826006844795,4.0,3.0,0.06293381321561904,1.0,4.0,3.0,3.0,2.0,2.0,3.0,-0.050171436687973546,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.020697238624804336,1.0,9.0,0.07924812811705954,1.0,5.0,4.0,2.0,1.0,3.0,340.0,0.07763597315078667,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1
2.0,-0.04012041338888526,4.0,2.0,-0.01959119527933,1.0,5.0,1.0,3.0,1.0,4.0,3.0,-0.11103210803976413,3.0,1.0,3.0,3.0,2.0,2.0,2.0,0
4.0,-0.04012041338888526,4.0,3.0,-0.10172776770519712,1.0,3.0,4.0,2.0,1.0,2.0,2.0,-0.06842963809351071,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
3.0,-0.03364602180085828,4.0,9.0,-0.10229276562386173,4.0,3.0,2.0,1.0,1.0,4.0,1.0,-0.06234357095833166,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,2.0,2.0,-0.007055303958959049,1.0,4.0,2.0,2.0,1.0,4.0,2.0,-0.1292903094453013,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.03850181549187851,4.0,2.0,-0.02926678463646138,1.0,3.0,4.0,3.0,1.0,2.0,4.0,-0.11103210803976413,3.0,3.0,1.0,3.0,2.0,2.0,2.0,0
3.0,-0.03850181549187851,2.0,3.0,-0.13347358826016467,1.0,2.0,4.0,2.0,1.0,4.0,2.0,-0.14146244371565941,3.0,1.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,4.0,3.0,-0.07195943986555568,1.0,3.0,4.0,3.0,1.0,4.0,3.0,0.010689234663817031,3.0,2.0,3.0,3.0,2.0,2.0,2.0,0
4.0,-0.030408826006844795,4.0,3.0,0.05647164952089261,1.0,4.0,4.0,2.0,1.0,2.0,3.0,-0.1292903094453013,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,4.0,9.0,0.01250774897480294,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.16892698017847252,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.03850181549187851,4.0,2.0,-0.04886514994013991,1.0,4.0,198.0,2.0,2.0,3.0,3.0,-0.13537637658048035,3.0,2.0,2.0,123.0,2.0,1.0,2.0,0
3.0,-0.02717163021283131,2.0,3.0,0.05919070200446603,1.0,3.0,4.0,3.0,1.0,1.0,3.0,-0.13537637658048035,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
1.0,-0.04012041338888526,2.0,0.0,-0.10395244700993901,1.0,3.0,4.0,2.0,1.0,2.0,1.0,-0.13537637658048035,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1
3.0,-0.04012041338888526,2.0,3.0,-0.1015158934856979,1.0,3.0,3.0,4.0,1.0,4.0,1.0,-0.14146244371565941,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,2.0,3.0,-0.09251123915698074,1.0,4.0,3.0,3.0,1.0,1.0,3.0,-0.08668783949904789,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.07799785512128367,1.0,4.0,4.0,3.0,1.0,2.0,3.0,-0.09277390663422695,3.0,1.0,2.0,4.0,1.0,2.0,2.0,0
4.0,-0.03364602180085828,2.0,3.0,-0.033080520587447475,3.0,5.0,3.0,1.0,1.0,2.0,3.0,-0.06234357095833166,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,4.0,9.0,-0.0011581381828972214,2.0,3.0,3.0,3.0,1.0,3.0,2.0,-0.11711817517494318,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2.0,-0.04012041338888526,4.0,1.0,-0.08361252193801319,2.0,2.0,3.0,3.0,1.0,4.0,2.0,-0.0136550338768992,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03688321759487177,2.0,9.0,-0.07845691593019866,1.0,4.0,4.0,322.0,1.0,1.0,3.0,-0.07451570522868978,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.020697238624804336,3.0,3.0,0.302881366798494,3.0,4.0,4.0,3.0,1.0,1.0,3.0,-0.0562575038231526,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,2.0,4.0,-0.10366994805060671,1.0,2.0,1.0,2.0,1.0,4.0,1.0,-0.14146244371565941,3.0,90.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.03688321759487177,4.0,0.0,-0.11006148700550007,1.0,2.0,4.0,2.0,1.0,1.0,2.0,-0.098859973769406,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.030408826006844795,0.0,9.0,0.13772541269884628,5.0,2.0,2.0,3.0,1.0,3.0,3.0,-0.1292903094453013,1.0,2.0,3.0,3.0,2.0,1.0,2.0,0
4.0,-0.030408826006844795,4.0,3.0,-0.04734671803372878,1.0,3.0,4.0,2.0,1.0,2.0,3.0,-0.08060177236386884,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,2.0,9.0,-0.09614841325838414,1.0,4.0,3.0,2.0,1.0,2.0,3.0,-0.11711817517494318,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,0.0,-0.06291947316692198,5.0,5.0,4.0,3.0,1.0,3.0,3.0,0.022861368934175147,3.0,2.0,1.0,3.0,987.0,2.0,2.0,0
4.0,-0.03364602180085828,2.0,3.0,-0.026194608453722585,3.0,5.0,3.0,3.0,1.0,2.0,3.0,-0.09277390663422695,3.0,2.0,1.0,3.0,1.0,2.0,2.0,0
2.0,-0.02717163021283131,2.0,6.0,-0.06705102044715693,1.0,4.0,3.0,3.0,1.0,1.0,3.0,-0.08668783949904789,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0
3.0,-0.03526461969786503,2.0,0.0,-0.04409798000140729,2.0,3.0,1.0,2.0,1.0,1.0,3.0,-0.11103210803976413,1.0,2.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.03364602180085828,2.0,3.0,-0.08018722205610901,2.0,3.0,4.0,3.0,1.0,4.0,3.0,-0.10494604090458506,3.0,1.0,1.0,4.0,2.0,2.0,2.0,0
2.0,-0.02717163021283131,2.0,3.0,-0.016271832507175437,5.0,3.0,2.0,4.0,1.0,2.0,3.0,-0.11711817517494318,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.020697238624804336,2.0,0.0,0.1523800462142095,5.0,4.0,1.0,2.0,1.0,2.0,3.0,-0.13537637658048035,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,2.0,0.0,-0.0676866431056546,5.0,2.0,4.0,3.0,1.0,1.0,2.0,0.04720563747489138,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.10275182643277672,1.0,3.0,3.0,3.0,1.0,2.0,3.0,-0.1292903094453013,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.028790228109838053,4.0,1.0,0.10880458173720176,1.0,4.0,3.0,3.0,1.0,2.0,3.0,-0.06842963809351071,3.0,2.0,2.0,4.0,2.0,2.0,2.0,0
4.0,-0.04335760918289874,4.0,0.0,0.09143089573826511,1.0,4.0,1.0,3.0,1.0,3.0,4.0,-0.007568966741720142,3.0,2.0,231.0,4.0,1.0,2.0,2.0,0
4.0,-0.03688321759487177,4.0,2.0,-0.0831534611290982,1.0,3.0,4.0,2.0,1.0,2.0,4.0,-0.11103210803976413,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.07171225327613992,2.0,4.0,3.0,3.0,1.0,1.0,4.0,-0.08060177236386884,3.0,2.0,34.0,3.0,2.0,1.0,2.0,0
4.0,-0.020697238624804336,1.0,9.0,-0.019873694238662303,1.0,3.0,1.0,2.0,1.0,1.0,1.0,-0.11711817517494318,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.030408826006844795,2.0,3.0,-0.06493227825216465,3.0,5.0,4.0,3.0,1.0,2.0,3.0,-0.098859973769406,1.0,2.0,1.0,4.0,2.0,1.0,2.0,0
4.0,-0.03148789127151596,1.0,1.0,0.1289679449595449,5.0,2.0,3.0,3.0,3.0,4.0,1.0,-0.03799930241761543,1.0,1.0,2.0,3.0,1.0,2.0,2.0,0
3.0,-0.03688321759487177,1.0,3.0,-0.09628966273805029,5.0,4.0,4.0,3.0,1.0,4.0,3.0,0.016775301798996087,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0
1.0,-0.03364602180085828,2.0,2.0,0.12533077085814148,5.0,2.0,1.0,2.0,1.0,2.0,2.0,-0.098859973769406,3.0,2.0,1.0,3.0,2.0,2.0,1.0,0
1.0,-0.03526461969786503,2.0,0.0,-0.014435589271515467,5.0,4.0,2.0,3.0,2.0,2.0,1.0,-0.13537637658048035,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0
2.0,-0.03688321759487177,2.0,9.0,0.009435572792064145,1.0,5.0,1.0,3.0,2.0,1.0,1.0,-0.08060177236386884,1.0,2.0,1.0,4.0,2.0,2.0,2.0,0
1.0,-0.04012041338888526,2.0,3.0,-0.1082252437698401,1.0,3.0,2.0,3.0,1.0,2.0,1.0,-0.15972064512119657,3.0,1.0,45.0,4.0,94.0,2.0,2.0,0
2.0,-0.03850181549187851,2.0,3.0,-0.09632497510796682,5.0,2.0,4.0,3.0,1.0,1.0,2.0,-0.14146244371565941,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.020697238624804336,1.0,0.0,0.282400192246902,5.0,1.0,4.0,3.0,2.0,4.0,4.0,-0.06234357095833166,3.0,3.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.041739011285892,2.0,3.0,-0.050101082887218734,2.0,5.0,3.0,3.0,2.0,4.0,3.0,-0.06842963809351071,3.0,2.0,1.0,3.0,2.0,2.0,2.0,0
3.0,-0.04443667444756991,2.0,0.0,-0.09455935661213993,5.0,2.0,1.0,3.0,1.0,2.0,1.0,-0.10494604090458506,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0
1.0,-0.03364602180085828,1.0,2.0,-0.04745265514347839,3.0,3.0,4.0,3.0,1.0,4.0,1.0,-0.14754851085083848,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0
1.0,-0.03364602180085828,1.0,2.0,-0.05963542276468396,3.0,3.0,4.0,3.0,1.0,4.0,1.0,-0.14754851085083848,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0
3.0,-0.04335760918289874,4.0,0.0,-0.10144526874586482,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.16892698017847252,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0
2.0,-0.041739011285892,2.0,0.0,-0.09261717626673036,5.0,2.0,4.0,3.0,1.0,2.0,1.0,-0.06842963809351071,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0
3.0,-0.04119947865355642,2.0,0.0,-0.00786748846703942,1.0,2.0,1.0,3.0,3.0,1.0,2.0,-0.0562575038231526,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.04119947865355642,2.0,1.0,-0.044874852139571125,5.0,2.0,1.0,2.0,1.0,4.0,1.0,-0.09277390663422695,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
3.0,-0.04335760918289874,2.0,0.0,-0.12227956699662218,4.0,2.0,2.0,4.0,1.0,2.0,1.0,-0.11711817517494318,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0
4.0,-0.04119947865355642,2.0,0.0,-0.10186901718486327,5.0,5.0,4.0,3.0,2.0,2.0,2.0,-0.007568966741720142,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0
1.0,-0.03688321759487177,1.0,3.0,-0.07881003962936403,1.0,2.0,3.0,3.0,2.0,4.0,4.0,-0.06234357095833166,1.0,3.0,1.0,4.0,2.0,2.0,2.0,0
3.0,-0.030408826006844795,4.0,3.0,-0.01821401285258502,5.0,5.0,4.0,3.0,1.0,4.0,2.0,0.016775301798996087,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,3.0,1.0,0.01791054157203324,1.0,4.0,3.0,3.0,1.0,3.0,3.0,-0.06842963809351071,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0
4.0,-0.03202742390385154,3.0,1.0,0.15682940482369329,4.0,3.0,2.0,3.0,1.0,2.0,3.0,-0.11711817517494318,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.03688321759487177,2.0,2.0,-0.053420445659373296,4.0,3.0,4.0,3.0,1.0,2.0,3.0,-0.11103210803976413,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,4.0,3.0,-0.0937824844739761,4.0,3.0,4.0,2.0,1.0,1.0,1.0,-0.019741101012078256,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
1.0,-0.03688321759487177,2.0,0.0,0.007352142966988409,2.0,3.0,3.0,3.0,1.0,4.0,3.0,-0.06842963809351071,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0
4.0,-0.039041348124214094,3.0,0.0,-0.11899551659438415,1.0,3.0,4.0,3.0,1.0,2.0,3.0,-0.11711817517494318,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
4.0,-0.03526461969786503,2.0,9.0,-0.09180499175864998,4.0,5.0,4.0,2.0,1.0,4.0,1.0,-0.06234357095833166,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0
2.0,-0.020697238624804336,1.0,9.0,-0.02139212614507343,2.0,4.0,4.0,3.0,1.0,2.0,3.0,-0.098859973769406,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,2.0,3.0,-0.10218682851411212,1.0,5.0,4.0,3.0,1.0,1.0,1.0,-0.06234357095833166,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
4.0,-0.04335760918289874,0.0,3.0,-0.1322729676830024,1.0,5.0,4.0,4.0,1.0,4.0,3.0,-0.04408536955279449,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.025553032315824568,2.0,1.0,0.15594659557577983,2.0,5.0,4.0,3.0,1.0,2.0,3.0,-0.007568966741720142,3.0,2.0,1.0,4.0,2.0,575.0,2.0,0
1.0,-0.030408826006844795,2.0,1.0,-0.011116226499360905,1.0,3.0,4.0,1.0,1.0,4.0,2.0,-0.03799930241761543,3.0,2.0,1.0,4.0,2.0,2.0,2.0,0
2.0,-0.04012041338888526,2.0,0.0,-0.12312706387461908,1.0,4.0,2.0,4.0,1.0,3.0,3.0,-0.1292903094453013,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1
4.0,-0.03364602180085828,2.0,3.0,-0.0907103082912373,1.0,5.0,4.0,2.0,1.0,4.0,3.0,0.053291704610070434,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03526461969786503,2.0,2.0,-0.06818101628448613,1.0,5.0,4.0,3.0,1.0,2.0,1.0,0.022861368934175147,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
1.0,0.4066126061849759,2.0,3.0,-0.06313134738642122,1.0,5.0,4.0,3.0,1.0,4.0,1.0,0.10806630882668196,1.0,1.0,1.0,2.0,2.0,1.0,134.0,0
4.0,-0.04443667444756991,2.0,2.0,-0.12609330294760826,1.0,2.0,1.0,2.0,1.0,3.0,1.0,-0.14146244371565941,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.025553032315824568,2.0,1.0,-0.05659855895186171,3.0,3.0,4.0,3.0,1.0,4.0,3.0,-0.13537637658048035,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.014222847036777363,166.0,0.0,0.21873198928738422,1.0,5.0,2.0,3.0,1.0,4.0,2.0,-0.025827168147257315,3.0,2.0,1.0,4.0,20.0,1.0,2.0,0
4.0,-0.03688321759487177,2.0,9.0,-0.09194624123831613,2.0,3.0,3.0,2.0,1.0,4.0,2.0,-0.13537637658048035,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03688321759487177,4.0,3.0,-0.1251045565899452,3.0,3.0,4.0,3.0,1.0,3.0,2.0,-0.08668783949904789,1.0,2.0,2.0,4.0,2.0,2.0,2.0,0
4.0,-0.04335760918289874,1.0,3.0,-0.08551938991350623,3.0,5.0,2.0,3.0,1.0,4.0,186.0,-0.007568966741720142,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.03364602180085828,2.0,1.0,-0.024146490998563388,2.0,4.0,3.0,2.0,1.0,4.0,3.0,-0.14146244371565941,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,3.0,2.0,-0.0007343897438987669,2.0,3.0,2.0,3.0,1.0,3.0,2.0,-0.06842963809351071,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
2.0,-0.03850181549187851,2.0,5.0,-0.054409192017036354,2.0,3.0,3.0,2.0,1.0,2.0,1.0,-0.1292903094453013,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03526461969786503,2.0,1.0,0.038003280054543294,5.0,3.0,1.0,3.0,1.0,3.0,3.0,-0.12320424231012224,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.03688321759487177,3.0,0.0,-0.0449454768794042,5.0,3.0,4.0,3.0,1.0,4.0,3.0,-0.019741101012078256,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0
2.0,-0.03688321759487177,3.0,5.0,0.07176190569475352,1.0,3.0,2.0,3.0,1.0,4.0,1.0,-0.0136550338768992,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.11892489185455107,1.0,5.0,4.0,3.0,1.0,4.0,3.0,-0.050171436687973546,3.0,2.0,1.0,3.0,2.0,1.0,170.0,0
4.0,-0.02717163021283131,2.0,3.0,-0.02036806741749383,1.0,5.0,4.0,3.0,1.0,2.0,3.0,-0.11103210803976413,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.02717163021283131,4.0,1.0,0.05435290732590034,272.0,5.0,4.0,3.0,1.0,2.0,3.0,-0.050171436687973546,673.0,2.0,2.0,4.0,2.0,2.0,2.0,0
3.0,-0.03850181549187851,2.0,9.0,-0.05243169930171023,1.0,4.0,2.0,3.0,1.0,4.0,2.0,-0.12320424231012224,3.0,1.0,92.0,3.0,2.0,2.0,2.0,0
1.0,-0.03850181549187851,3.0,2.0,-0.018673073661500013,1.0,5.0,1.0,2.0,1.0,4.0,2.0,-0.11711817517494318,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0
4.0,-0.04119947865355642,4.0,2.0,-0.07153569142655723,1.0,2.0,1.0,2.0,1.0,3.0,1.0,-0.14146244371565941,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.04119947865355642,2.0,3.0,-0.06556790091066232,1.0,5.0,3.0,3.0,1.0,4.0,1.0,0.03503350320453326,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.043897141815234325,2.0,9.0,-0.025558985795224903,1.0,4.0,1.0,3.0,1.0,4.0,3.0,0.16892698017847252,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03850181549187851,2.0,2.0,-0.05169013953346294,1.0,2.0,2.0,3.0,1.0,3.0,2.0,-0.11711817517494318,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0
4.0,-0.04065994602122084,4.0,0.0,-0.09812590597371026,1.0,2.0,4.0,2.0,1.0,4.0,3.0,-0.06842963809351071,3.0,2.0,2.0,4.0,2.0,1.0,2.0,0
3.0,-0.04119947865355642,2.0,2.0,-0.10229276562386173,1.0,2.0,4.0,2.0,1.0,2.0,2.0,-0.14146244371565941,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.041739011285892,2.0,2.0,-0.1009508955670333,1.0,5.0,1.0,3.0,1.0,4.0,3.0,-0.15972064512119657,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,2.0,3.0,-0.09459466898205647,1.0,2.0,4.0,2.0,1.0,3.0,3.0,-0.07451570522868978,3.0,2.0,1.0,3.0,1.0,1.0,2.0,0
4.0,-0.034725087065529445,2.0,3.0,-0.05285544774070869,3.0,5.0,3.0,3.0,1.0,4.0,3.0,-0.03799930241761543,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
2.0,-0.041739011285892,2.0,3.0,-0.0725244377842203,1.0,3.0,2.0,3.0,1.0,2.0,1.0,-0.0562575038231526,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.02717163021283131,2.0,0.0,-0.11521709301331459,3.0,5.0,4.0,3.0,1.0,4.0,2.0,-0.06234357095833166,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.04012041338888526,4.0,2.0,-0.10289307591244287,1.0,2.0,2.0,2.0,1.0,4.0,2.0,-0.14754851085083848,3.0,1.0,2.0,3.0,2.0,1.0,2.0,0
4.0,-0.03850181549187851,1.0,3.0,-0.09191092886839959,2.0,5.0,4.0,3.0,1.0,4.0,3.0,-0.07451570522868978,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.04335760918289874,2.0,1.0,-0.10366994805060671,3.0,3.0,2.0,3.0,1.0,4.0,3.0,0.022861368934175147,3.0,1.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.02717163021283131,3.0,2.0,0.12381233895173036,1000.0,4.0,2.0,2.0,1.0,4.0,3.0,-0.03799930241761543,3.0,2.0,2.0,3.0,2.0,2.0,2.0,0
4.0,-0.04335760918289874,2.0,5.0,-0.12400987312253253,3.0,4.0,2.0,4.0,1.0,4.0,1.0,-0.14146244371565941,3.0,1.0,1.0,2.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,2.0,2.0,-0.04720546855406263,3.0,5.0,3.0,3.0,1.0,4.0,2.0,0.04111957033971232,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
4.0,-0.03364602180085828,2.0,1.0,-0.053032009590291376,1.0,5.0,4.0,3.0,1.0,4.0,3.0,-0.06842963809351071,3.0,2.0,1.0,4.0,30.0,2.0,2.0,0
4.0,-0.04012041338888526,1.0,8.0,-0.02559429816514144,3.0,3.0,4.0,2.0,1.0,3.0,1.0,-0.06842963809351071,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0
4.0,-0.03850181549187851,2.0,3.0,-0.021321501405240355,1.0,5.0,4.0,2.0,1.0,2.0,3.0,0.04720563747489138,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0
2.0,-0.03526461969786503,4.0,9.0,-0.01835526233225117,1.0,4.0,2.0,3.0,1.0,3.0,2.0,-0.11711817517494318,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
1.0,-0.03364602180085828,2.0,3.0,-0.018072763372918868,1.0,3.0,2.0,2.0,1.0,4.0,3.0,-0.11103210803976413,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
3.0,-0.041739011285892,2.0,3.0,-0.08071690760485709,2.0,5.0,2.0,1.0,1.0,4.0,1.0,0.016775301798996087,3.0,2.0,1.0,3.0,2.0,1.0,2.0,0
3.0,-0.04335760918289874,3.0,3.0,-0.12319768861445216,1.0,2.0,2.0,2.0,1.0,1.0,2.0,-0.10494604090458506,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0
3.0,-0.04012041338888526,2.0,2.0,-0.06782789258532075,1.0,3.0,1.0,2.0,1.0,2.0,3.0,-0.0014828996065410838,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0
2.0,-0.03526461969786503,3.0,0.0,-0.06422603085383388,1.0,3.0,1.0,1.0,1.0,4.0,2.0,0.004603167528637974,3.0,2.0,2.0,3.0,2.0,1.0,2.0,0
1.0,-0.03526461969786503,2.0,3.0,-0.02877241145762985,4.0,2.0,4.0,2.0,1.0,2.0,3.0,-0.10494604090458506,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0
